HOLEID FROM TO SAMPLETYPE Au
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0909 56.75 59.8 Diamond 0.003
DDH0909 59.8 62.85 Diamond 0.003
DDH0909 62.85 65.9 Diamond 0.003
DDH0909 65.9 68.95 Diamond 0.003
DDH0909 68.95 70.47 Diamond 0.003
DDH0909 70.47 71.99 Diamond 0.003
DDH0909 71.99 73.52 Diamond 0.003
DDH0909 73.52 74.37 Diamond 0.003
DDH0909 74.37 76.57 Diamond 0.003
DDH0909 76.57 78.7 Diamond 0.003
DDH0909 78.7 80.41 Diamond 0.003
DDH0909 80.41 81.47 Diamond 0.003
DDH0909 81.47 84.34 Diamond 0.003
DDH0909 84.34 87.39 Diamond 0.003
DDH0909 87.39 91.01 Diamond 0.003
DDH0909 91.01 93.48 Diamond 0.003
DDH0909 93.48 96.53 Diamond 0.003
DDH0909 96.53 99.58 Diamond 0.003
DDH0909 99.58 102.63 Diamond 0.003
DDH0909 102.63 105.67 Diamond 0.003
DDH0909 105.67 106.89 Diamond 0.003
DDH0909 106.89 109.45 Diamond 0.003
DDH0909 109.45 111.31 Diamond 0.003
DDH0909 111.31 113.26 Diamond 0.003
DDH0909 113.26 116.43 Diamond 0.003
DDH0909 116.43 119.69 Diamond 0.003
DDH0909 119.69 120.15 Diamond 0.003
DDH0909 120.15 122.04 Diamond 0.003
DDH0909 122.04 123.96 Diamond 0.003
DDH0909 123.96 127.01 Diamond 0.003
DDH0909 127.01 130.06 Diamond 0.003
DDH0909 130.06 133.11 Diamond 0.003
DDH0909 133.11 136.52 Diamond 0.003
DDH0909 136.52 139.2 Diamond 0.003
DDH0909 139.2 142.25 Diamond 0.003
DDH0909 142.25 144.54 Diamond 0.003
DDH0909 144.54 146.82 Diamond 0.003
DDH0909 146.82 148.04 Diamond 0.003
DDH0909 148.04 149.44 Diamond 0.003
DDH0909 149.44 151.39 Diamond 0.003
DDH0909 151.39 154.44 Diamond 0.003
DDH0909 154.44 157.58 Diamond 0.003
DDH0909 157.58 158.98 Diamond 0.003
DDH0909 158.98 160.54 Diamond 0.003
DDH0909 160.54 163.59 Diamond 0.003
DDH0909 163.59 165.11 Diamond 0.003
DDH0909 165.11 167.06 Diamond 0.003
DDH0909 167.06 169.68 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0909 169.68 172.73 Diamond 0.003
DDH0909 172.73 175.78 Diamond 0.003
DDH0909 175.78 178.83 Diamond 0.096
DDH0909 178.83 181.87 Diamond 0.097
DDH0909 181.87 184.77 Diamond 0.003
DDH0909 184.77 186.42 Diamond 0.065
DDH0909 186.42 187.97 Diamond 1.63
DDH0909 187.97 189.31 Diamond 0.059
DDH0909 189.31 191.02 Diamond 0.062
DDH0909 191.02 192.57 Diamond 0.102
DDH0909 192.57 194.07 Diamond 1.59
DDH0909 194.07 195.56 Diamond 2
DDH0909 195.56 197.11 Diamond 1.465
DDH0909 197.11 198.73 Diamond 0.044
DDH0909 198.73 199.34 Diamond 0.032
DDH0909 199.34 200.74 Diamond 0.213
DDH0909 200.74 202.27 Diamond 0.142
DDH0909 202.27 203.67 Diamond 0.071
DDH0909 203.67 205.5 Diamond 0.164
DDH0909 205.5 206.87 Diamond 0.026
DDH0909 206.87 209.95 Diamond 0.402
DDH0909 209.95 211.59 Diamond 0.375
DDH0909 211.59 213.27 Diamond 0.745
DDH0909 213.27 214.94 Diamond 0.798
DDH0909 214.94 217.17 Diamond 1.18
DDH0909 217.17 218.08 Diamond 4.16
DDH0909 218.08 219.43 Diamond 19.95
DDH0909 219.43 220.52 Diamond 11.3
DDH0909 220.52 222.05 Diamond 3.3
DDH0909 222.05 223.57 Diamond 3.9
DDH0909 223.57 225.13 Diamond 12.4
DDH0909 225.13 227.08 Diamond 12.05
DDH0909 227.08 229.21 Diamond 2.48
DDH0909 229.21 230.64 Diamond 4.76
DDH0909 230.64 232.11 Diamond 10.1
DDH0909 232.11 233.69 Diamond 1.835
DDH0909 233.69 234.85 Diamond 1.48
DDH0909 234.85 236.74 Diamond 1.445
DDH0909 236.74 238.35 Diamond 2.23
DDH0909 238.35 238.96 Diamond 3.55
DDH0909 238.96 240.18 Diamond 1.575
DDH0909 240.18 241.83 Diamond 1.815
DDH0909 241.83 243.26 Diamond 1.68
DDH0909 243.26 244.72 Diamond 1.29
DDH0909 244.72 246.28 Diamond 2.56
DDH0909 246.28 247.65 Diamond 5.19
DDH0909 247.65 248.87 Diamond 4.63
DDH0909 248.87 250.58 Diamond 5.83
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0909 250.58 251.4 Diamond 22.9
DDH0909 251.4 252.62 Diamond 6.87
DDH0909 252.62 253.11 Diamond 7.43
DDH0909 253.11 255.3 Diamond 4.44
DDH0909 255.3 255.94 Diamond 4.34
DDH0909 255.94 256.49 Diamond 6.07
DDH0909 256.49 257.1 Diamond 2.16
DDH0909 257.1 258.07 Diamond 6.1
DDH0909 258.07 259.57 Diamond 0.072
DDH0909 259.57 261.12 Diamond 0.052
DDH0909 261.12 262.55 Diamond 0.017
DDH0909 262.55 264.17 Diamond 0.013
DDH0909 264.17 266.4 Diamond 0.007
DDH0909 266.4 267.22 Diamond 0.01
DDH0909 267.22 268.5 Diamond 0.003
DDH0909 268.5 270.27 Diamond 0.003
DDH0909 270.27 271.79 Diamond 0.016
DDH0909 271.79 273.31 Diamond 0.005
DDH0909 273.31 274.66 Diamond 0.003
DDH0909 274.66 276.06 Diamond 0.007
DDH0909 276.06 277.7 Diamond 0.091
DDH0909 277.7 279.41 Diamond 0.005
DDH0909 279.41 281 Diamond 0.007
DDH0909 281 282.46 Diamond 0.007
DDH0909 282.46 284.01 Diamond 0.009
DDH0909 284.01 285.51 Diamond 0.003
DDH0909 285.51 286.94 Diamond 0.078
DDH0909 286.94 288.55 Diamond 0.016
DDH0909 288.55 290.05 Diamond 0.023
DDH0909 290.05 291.6 Diamond 0.049
DDH0909 291.6 292.97 Diamond 0.003
DDH0909 292.97 294.65 Diamond 0.003
DDH0909 294.65 295.38 Diamond 0.003
DDH0909 295.38 297.7 Diamond 0.003
DDH0909 297.7 299.22 Diamond 1.7
DDH0909 299.22 300.75 Diamond 0.003
DDH0909 300.75 302.27 Diamond 0.013
DDH0909 302.27 303.79 Diamond 0.254
DDH0909 303.79 304.5 Diamond 0.006
DDH0909 304.5 305.07 Diamond 0.003
DDH0909 305.07 305.78 Diamond 0.003
DDH0909 305.78 306.84 Diamond 0.003
DDH0909 306.84 308.27 Diamond 0.003
DDH0909 308.27 309.89 Diamond 0.003
DDH0909 309.89 311.38 Diamond 0.003
DDH0909 311.38 312.94 Diamond 0.005
DDH0910 0 1.55 Diamond 0.101
DDH0910 1.55 4.6 Diamond 0.016
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0910 4.6 6.13 Diamond 0.015
DDH0910 6.13 9.17 Diamond 0.049
DDH0910 9.17 12.44 Diamond 0.034
DDH0910 12.44 13.75 Diamond 0.144
DDH0910 13.75 15.27 Diamond 0.714
DDH0910 15.27 16.79 Diamond 0.296
DDH0910 16.79 18.32 Diamond 0.121
DDH0910 18.32 19.66 Diamond 0.099
DDH0910 19.66 21.37 Diamond 0.317
DDH0910 21.37 22.89 Diamond 1.805
DDH0910 22.89 24.41 Diamond 3.58
DDH0910 24.41 25.94 Diamond 1.085
DDH0910 25.94 27.46 Diamond 1.71
DDH0910 27.46 28.99 Diamond 1.995
DDH0910 28.99 29.87 Diamond 1.325
DDH0910 29.87 31.85 Diamond 1.815
DDH0910 31.85 33.38 Diamond 1.105
DDH0910 33.38 34.9 Diamond 1.19
DDH0910 34.9 36.42 Diamond 3.75
DDH0910 36.42 37.95 Diamond 1.7
DDH0910 37.95 39.47 Diamond 1.695
DDH0910 39.47 41 Diamond 1.24
DDH0910 41 42.52 Diamond 3.07
DDH0910 42.52 44.04 Diamond 2.12
DDH0910 44.04 45.57 Diamond 1.91
DDH0910 45.57 47.09 Diamond 1.665
DDH0910 47.09 47.67 Diamond 1.905
DDH0910 47.67 49.19 Diamond 1.67
DDH0910 49.19 50.75 Diamond 1.33
DDH0910 50.75 52.88 Diamond 0.016
DDH0910 52.88 54.71 Diamond 1.27
DDH0910 54.71 55.66 Diamond 1.06
DDH0910 55.66 56.24 NS -1
DDH0910 56.24 57.61 Diamond 0.252
DDH0910 57.61 59.28 NS -1
DDH0910 59.28 60.11 Diamond 0.343
DDH0910 60.11 62.33 NS -1
DDH0910 62.33 63.12 Diamond 0.379
DDH0910 63.12 65.38 NS -1
DDH0910 65.38 66.87 Diamond 0.638
DDH0910 66.87 68.43 NS -1
DDH0910 68.43 69.34 Diamond 1.105
DDH0910 69.34 71.38 NS -1
DDH0910 71.38 73.06 Diamond 1.255
DDH0910 73.06 74.52 Diamond 0.897
DDH0910 74.52 76.05 Diamond 2.24
DDH0910 76.05 77.57 Diamond 3.02
DDH0910 77.57 79.71 Diamond 1.67
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0910 79.71 80.62 Diamond 1.65
DDH0910 80.62 82.14 Diamond 0.657
DDH0910 82.14 83.21 Diamond 0.747
DDH0910 83.21 85.04 Diamond 3.22
DDH0910 85.04 86.72 Diamond 1.115
DDH0910 86.72 88.09 Diamond 2.36
DDH0910 88.09 89.76 Diamond 0.299
DDH0910 89.76 90.8 Diamond 0.503
DDH0910 90.8 92.45 Diamond 0.285
DDH0910 92.45 93.57 Diamond 0.169
DDH0910 93.57 95.86 Diamond 0.197
DDH0910 95.86 97.38 Diamond 0.168
DDH0910 97.38 98.91 Diamond 0.221
DDH0910 98.91 100.43 Diamond 0.25
DDH0910 100.43 101.96 Diamond 0.168
DDH0910 101.96 103.48 Diamond 0.289
DDH0910 103.48 105 Diamond 4.71
DDH0910 105 106.53 Diamond 0.404
DDH0910 106.53 108.05 Diamond 0.527
DDH0910 108.05 108.97 Diamond 0.182
DDH0910 108.97 111.1 Diamond 0.321
DDH0910 111.1 112.62 Diamond 0.377
DDH0910 112.62 114.15 Diamond 0.11
DDH0910 114.15 115.67 Diamond 0.138
DDH0910 115.67 117.2 Diamond 0.148
DDH0910 117.2 118.72 Diamond 0.095
DDH0910 118.72 120.24 Diamond 0.145
DDH0910 120.24 121.77 Diamond 0.232
DDH0910 121.77 123.29 Diamond 0.927
DDH0910 123.29 125.52 Diamond 0.295
DDH0910 125.52 127.86 Diamond 0.122
DDH0910 127.86 129.54 Diamond 1.49
DDH0910 129.54 130.91 Diamond 0.043
DDH0910 130.91 132.44 Diamond 0.095
DDH0910 132.44 133.96 Diamond 0.034
DDH0910 133.96 135.48 Diamond 0.036
DDH0910 135.48 137.01 Diamond 0.014
DDH0910 137.01 138.53 Diamond 0.003
DDH0910 138.53 140.06 Diamond 0.003
DDH0910 140.06 141.58 Diamond 0.003
DDH0910 141.58 143.1 Diamond 0.003
DDH0910 143.1 144.63 Diamond 0.003
DDH0910 144.63 146.15 Diamond 0.003
DDH0910 146.15 147.68 Diamond 0.003
DDH0910 147.68 149.2 Diamond 0.003
DDH0910 149.2 150.72 Diamond 0.003
DDH0910 150.72 152.55 Diamond 0.003
DDH0910 152.55 153.77 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0910 153.77 155.39 Diamond 0.003
DDH0910 155.39 156.82 Diamond 0.003
DDH0910 156.82 159.87 Diamond 0.005
DDH0910 159.87 162.92 Diamond 0.003
DDH0910 162.92 164.23 Diamond 0.003
DDH0910 164.23 165.96 Diamond 0.003
DDH0910 165.96 167.49 Diamond 0.003
DDH0910 167.49 169.01 Diamond 0.003
DDH0910 169.01 170.63 Diamond 0.003
DDH0910 170.63 172.06 Diamond 0.003
DDH0910 172.06 174.07 Diamond 0.003
DDH0910 174.07 175.11 Diamond 0.003
DDH0910 175.11 176.63 Diamond 0.003
DDH0910 176.63 178.16 Diamond 0.003
DDH0910 178.16 179.68 Diamond 0.012
DDH0910 179.68 181.2 Diamond 0.016
DDH0910 181.2 182.73 Diamond 0.013
DDH0910 182.73 184.25 Diamond 0.006
DDH0911 0 2.13 NS -1
DDH0911 2.13 3.66 Diamond 0.003
DDH0911 3.66 5.18 Diamond 0.003
DDH0911 5.18 8.23 Diamond 0.007
DDH0911 8.23 14.33 NS -1
DDH0911 14.33 15.85 Diamond 0.043
DDH0911 15.85 17.37 Diamond 0.009
DDH0911 17.37 18.9 Diamond 0.006
DDH0911 18.9 20.42 Diamond 0.006
DDH0911 20.42 23.47 Diamond 0.003
DDH0911 23.47 26.06 Diamond 0.003
DDH0911 26.06 27.52 Diamond 0.003
DDH0911 27.52 42.03 NS -1
DDH0911 42.03 44.17 Diamond 0.003
DDH0911 44.17 45.69 Diamond 0.005
DDH0911 45.69 48.37 Diamond 0.003
DDH0911 48.37 50.72 Diamond 0.003
DDH0911 50.72 53.07 Diamond 0.003
DDH0911 53.07 54.77 Diamond 0.003
DDH0911 54.77 56.51 Diamond 0.003
DDH0911 56.51 57.82 Diamond 0.003
DDH0911 57.82 58.8 Diamond 0.003
DDH0911 58.8 60.02 Diamond 0.003
DDH0911 60.02 61.54 Diamond 0.003
DDH0911 61.54 63.25 Diamond 0.003
DDH0911 63.25 66.42 Diamond 0.003
DDH0911 66.42 68.31 Diamond 0.003
DDH0911 68.31 70.99 Diamond 0.003
DDH0911 70.99 74.04 Diamond 0.003
DDH0911 74.04 76.38 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0911 76.38 78.12 Diamond 0.003
DDH0911 78.12 80.13 Diamond 0.003
DDH0911 80.13 83.18 Diamond 0.008
DDH0911 83.18 86.23 Diamond 0.005
DDH0911 86.23 89.34 Diamond 0.003
DDH0911 89.34 90.8 Diamond 0.003
DDH0911 90.8 93.7 Diamond 0.003
DDH0911 93.7 94.95 Diamond 0.003
DDH0911 94.95 96.9 Diamond 0.003
DDH0911 96.9 99.03 Diamond 0.008
DDH0911 99.03 100 Diamond 0.007
DDH0911 100 100.71 Diamond 0.003
DDH0911 100.71 101.62 Diamond 0.01
DDH0911 101.62 102.99 Diamond 0.003
DDH0911 102.99 103.6 Diamond 0.003
DDH0911 103.6 105.95 Diamond 0.003
DDH0911 105.95 106.56 Diamond 0.005
DDH0911 106.56 107.32 Diamond 0.008
DDH0911 107.32 109.94 Diamond 0.003
DDH0911 109.94 111.47 Diamond 0.003
DDH0911 111.47 113.02 Diamond 0.005
DDH0911 113.02 114.54 Diamond 0.003
DDH0911 114.54 116.16 Diamond 0.003
DDH0911 116.16 117.68 Diamond 0.003
DDH0911 117.68 119.21 Diamond 0.003
DDH0911 119.21 120.4 Diamond 0.003
DDH0911 120.4 121.4 Diamond 0.003
DDH0911 121.4 122.65 Diamond 0.003
DDH0911 122.65 124.18 Diamond 0.003
DDH0911 124.18 124.97 Diamond 0.003
DDH0911 124.97 126.49 Diamond 0.003
DDH0911 126.49 128.02 Diamond 0.003
DDH0911 128.02 129.54 Diamond 0.003
DDH0911 129.54 131.06 Diamond 0.003
DDH0911 131.06 131.98 Diamond 0.003
DDH0911 131.98 132.8 Diamond 0.003
DDH0911 132.8 134.33 Diamond 0.003
DDH0911 134.33 135.85 Diamond 0.003
DDH0911 135.85 137.37 Diamond 0.003
DDH0911 137.37 138.9 Diamond 0.003
DDH0911 138.9 140.42 Diamond 0.003
DDH0911 140.42 141.52 Diamond 0.003
DDH0911 141.52 142.62 Diamond 0.003
DDH0911 142.62 144.14 Diamond 0.003
DDH0911 144.14 145.66 Diamond 0.003
DDH0911 145.66 146.55 Diamond 0.003
DDH0911 146.55 148.07 Diamond 0.003
DDH0911 148.07 149.6 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0911 149.6 150.91 Diamond 0.003
DDH0911 150.91 151.97 Diamond 0.003
DDH0911 151.97 153.5 Diamond 0.011
DDH0911 153.5 155.02 Diamond 0.016
DDH0911 155.02 156.82 Diamond 0.021
DDH0911 156.82 158.47 Diamond 0.008
DDH0911 158.47 160.9 Diamond 0.003
DDH0911 160.9 163.95 Diamond 0.003
DDH0911 163.95 167 Diamond 0.003
DDH0911 167 170.05 Diamond 0.003
DDH0911 170.05 171.72 Diamond 0.003
DDH0911 171.72 173.1 Diamond 0.003
DDH0911 173.1 179.19 NS -1
DDH0911 179.19 180.56 Diamond 0.003
DDH0911 180.56 182.24 Diamond 0.003
DDH0911 182.24 184.16 Diamond 0.003
DDH0911 184.16 186.45 Diamond 0.003
DDH0911 186.45 187.63 Diamond 0.003
DDH0911 187.63 188.46 Diamond 0.003
DDH0911 188.46 191.38 Diamond 0.003
DDH0911 191.38 193.4 Diamond 0.003
DDH0911 193.4 195.53 Diamond 0.003
DDH0911 195.53 197.78 Diamond 0.003
DDH0911 197.78 198.46 Diamond 0.003
DDH0911 198.46 200.53 Diamond 0.003
DDH0911 200.53 202.05 Diamond 0.003
DDH0911 202.05 202.66 Diamond 0.003
DDH0911 202.66 205.01 Diamond 0.003
DDH0911 205.01 205.95 Diamond 0.003
DDH0911 205.95 206.99 Diamond 0.003
DDH0911 206.99 209.67 Diamond 0.003
DDH0911 209.67 212.72 Diamond 0.003
DDH0911 212.72 215.77 Diamond 0.003
DDH0911 215.77 218.94 Diamond 0.003
DDH0911 218.94 219.55 Diamond 0.003
DDH0911 219.55 221.86 Diamond 0.003
DDH0911 221.86 224.91 Diamond 0.003
DDH0911 224.91 226.95 Diamond 0.012
DDH0911 226.95 227.96 Diamond 0.003
DDH0911 227.96 233.69 NS -1
DDH0911 233.69 235.58 Diamond 0.003
DDH0911 235.58 236.92 Diamond 0.003
DDH0911 236.92 237.53 Diamond 0.005
DDH0911 237.53 243.38 NS -1
DDH0911 243.38 244.78 Diamond 0.003
DDH0911 244.78 246.25 Diamond 0.003
DDH0911 246.25 249.3 Diamond 0.003
DDH0911 249.3 252.34 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0911 252.34 255.39 Diamond 0.003
DDH0911 255.39 258.44 Diamond 0.003
DDH0911 258.44 261.49 Diamond 0.005
DDH0911 261.49 264.54 Diamond 0.003
DDH0911 264.54 267.58 Diamond 0.003
DDH0911 267.58 270.63 Diamond 0.003
DDH0911 270.63 273.68 Diamond 0.003
DDH0911 273.68 276.73 Diamond 0.008
DDH0911 276.73 279.78 Diamond 0.01
DDH0911 279.78 281.24 Diamond 0.007
DDH0911 281.24 282.82 Diamond 0.005
DDH0911 282.82 285.17 Diamond 0.01
DDH0911 285.17 285.87 Diamond 0.01
DDH0911 285.87 288.92 Diamond 0.006
DDH0911 288.92 291.97 Diamond 0.007
DDH0911 291.97 295.02 Diamond 0.003
DDH0911 295.02 298.06 Diamond 0.003
DDH0911 298.06 299.25 Diamond 0.003
DDH0911 299.25 300.53 Diamond 0.014
DDH0911 300.53 301.78 Diamond 0.007
DDH0911 301.78 304.16 Diamond 0.003
DDH0911 304.16 307.21 Diamond 0.003
DDH0911 307.21 310.26 Diamond 0.003
DDH0911 310.26 313.3 Diamond 0.003
DDH0911 313.3 316.35 Diamond 0.007
DDH0911 316.35 319.4 Diamond 0.003
DDH0911 319.4 320.92 Diamond 0.003
DDH0911 320.92 322.45 Diamond 0.003
DDH0911 322.45 323.97 Diamond 0.003
DDH0911 323.97 325.5 Diamond 0.003
DDH0911 325.5 326.41 Diamond 0.003
DDH0911 326.41 327.45 Diamond 0.005
DDH0911 327.45 329.92 Diamond 0.003
DDH0911 329.92 351.83 NS -1
DDH0911 351.83 353.35 Diamond 0.003
DDH0911 353.35 355.98 Diamond 0.003
DDH0911 355.98 357.29 Diamond 0.003
DDH0911 357.29 358.14 Diamond 0.003
DDH0911 358.14 413.43 NS -1
DDH0912 0 1.46 NS -1
DDH0912 1.46 2.71 Diamond 0.075
DDH0912 2.71 3.32 Diamond 0.086
DDH0912 3.32 4.85 Diamond 0.059
DDH0912 4.85 6.89 Diamond 0.052
DDH0912 6.89 8.5 Diamond 0.023
DDH0912 8.5 9.42 Diamond 0.015
DDH0912 9.42 10.94 Diamond 0.006
DDH0912 10.94 12.47 Diamond 0.009
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0912 12.47 13.99 Diamond 0.009
DDH0912 13.99 14.9 Diamond 0.011
DDH0912 14.9 15.51 Diamond 0.006
DDH0912 15.51 16.73 Diamond 0.009
DDH0912 16.73 17.59 Diamond 0.014
DDH0912 17.59 18.62 Diamond 0.015
DDH0912 18.62 19.75 Diamond 0.014
DDH0912 19.75 21.61 Diamond 0.003
DDH0912 21.61 23.13 Diamond 0.003
DDH0912 23.13 24.66 Diamond 0.003
DDH0912 24.66 27.1 Diamond 0.003
DDH0912 27.1 28.56 Diamond 0.261
DDH0912 28.56 28.9 Diamond 0.713
DDH0912 28.9 30.45 Diamond 0.007
DDH0912 30.45 32.58 Diamond 0.019
DDH0912 32.58 33.62 Diamond 0.153
DDH0912 33.62 36.27 Diamond 0.069
DDH0912 36.27 37.67 Diamond 0.223
DDH0912 37.67 39.87 Diamond 0.191
DDH0912 39.87 41.79 Diamond 0.135
DDH0912 41.79 44.01 Diamond 0.099
DDH0912 44.01 45.23 Diamond 0.177
DDH0912 45.23 47.55 Diamond 0.13
DDH0912 47.55 48.86 Diamond 0.105
DDH0912 48.86 49.47 Diamond 3.4
DDH0912 49.47 51.08 Diamond 1.69
DDH0912 51.08 52.67 Diamond 1.375
DDH0912 52.67 54.01 Diamond 1.49
DDH0912 54.01 55.93 Diamond 1.965
DDH0912 55.93 57.64 Diamond 1.44
DDH0912 57.64 58.92 Diamond 1.12
DDH0912 58.92 60.69 Diamond 1.075
DDH0912 60.69 62.06 Diamond 0.96
DDH0912 62.06 63.03 Diamond 1.01
DDH0912 63.03 64.19 Diamond 0.506
DDH0912 64.19 64.86 Diamond 0.938
DDH0912 64.86 65.78 Diamond 0.947
DDH0912 65.78 67.36 Diamond 0.823
DDH0912 67.36 68.7 Diamond 1.535
DDH0912 68.7 69.8 Diamond 2.47
DDH0912 69.8 70.32 Diamond 15.6
DDH0912 70.32 70.93 Diamond 10.75
DDH0912 70.93 72.79 Diamond 2.05
DDH0912 72.79 73.58 Diamond 3.58
DDH0912 73.58 74.19 Diamond 0.524
DDH0912 74.19 75.56 Diamond 1.31
DDH0912 75.56 76.17 Diamond 0.931
DDH0912 76.17 77.36 Diamond 0.864
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0912 77.36 79.1 Diamond 0.779
DDH0912 79.1 80.83 Diamond 0.823
DDH0912 80.83 81.69 Diamond 0.645
DDH0912 81.69 82.78 Diamond 0.559
DDH0912 82.78 84.22 Diamond 0.698
DDH0912 84.22 84.83 Diamond 0.478
DDH0912 84.83 85.71 Diamond 0.736
DDH0912 85.71 86.99 Diamond 0.612
DDH0912 86.99 88.51 Diamond 0.598
DDH0912 88.51 89.49 Diamond 0.451
DDH0912 89.49 91.23 Diamond 0.201
DDH0912 91.23 92.14 Diamond 0.424
DDH0912 92.14 93.63 Diamond 0.548
DDH0912 93.63 95.19 Diamond 0.433
DDH0912 95.19 96.13 Diamond 0.743
DDH0912 96.13 98.18 Diamond 1.165
DDH0912 98.18 99.55 Diamond 0.132
DDH0912 99.55 102.23 Diamond 0.039
DDH0912 102.23 103.69 Diamond 0.017
DDH0912 103.69 105.46 Diamond 0.012
DDH0912 105.46 107.17 Diamond 0.227
DDH0912 107.17 108.33 Diamond 0.557
DDH0912 108.33 109.73 Diamond 0.087
DDH0912 109.73 111.37 Diamond 0.126
DDH0912 111.37 112.9 Diamond 0.077
DDH0912 112.9 114.73 Diamond 0.121
DDH0912 114.73 116.31 Diamond 1.285
DDH0912 116.31 117.47 Diamond 0.173
DDH0912 117.47 118.99 Diamond 0.045
DDH0912 118.99 120.52 Diamond 0.053
DDH0912 120.52 122.07 Diamond 0.035
DDH0912 122.07 123.57 Diamond 0.021
DDH0912 123.57 125.3 Diamond 0.008
DDH0912 125.3 127.44 Diamond 0.003
DDH0912 127.44 128.05 Diamond 0.018
DDH0912 128.05 128.6 Diamond 0.069
DDH0912 128.6 129.66 Diamond 0.012
DDH0912 129.66 131.7 Diamond 0.01
DDH0913 0 44.59 NS -1
DDH0913 44.59 46.73 Diamond 0.7
DDH0913 46.73 47.37 Diamond 0.416
DDH0913 47.37 48.25 Diamond 1.475
DDH0913 48.25 49.13 Diamond 1.28
DDH0913 49.13 49.29 Diamond 0.368
DDH0913 49.29 50.9 Diamond 0.085
DDH0913 50.9 51.88 Diamond 0.025
DDH0913 51.88 52.46 Diamond 0.042
DDH0913 52.46 53.68 Diamond 0.037
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0913 53.68 54.89 Diamond 0.045
DDH0913 54.89 56.51 Diamond 0.036
DDH0913 56.51 57.67 Diamond 0.019
DDH0913 57.67 59.8 Diamond 0.035
DDH0913 59.8 61.05 Diamond 0.024
DDH0913 61.05 62.94 Diamond 0.027
DDH0913 62.94 64.1 Diamond 0.022
DDH0913 64.1 65.65 Diamond 0.045
DDH0913 65.65 67.24 Diamond 0.033
DDH0913 67.24 67.48 Diamond 0.018
DDH0913 67.48 69.1 Diamond 0.037
DDH0913 69.1 70.32 Diamond 0.144
DDH0913 70.32 70.93 Diamond 0.085
DDH0913 70.93 72.09 Diamond 0.035
DDH0913 72.09 73 Diamond 0.076
DDH0913 73 74.4 Diamond 0.035
DDH0913 74.4 75.9 Diamond 0.065
DDH0913 75.9 77.27 Diamond 0.024
DDH0913 77.27 78.91 Diamond 0.034
DDH0913 78.91 80.5 Diamond 0.044
DDH0913 80.5 81.47 Diamond 0.058
DDH0913 81.47 81.84 Diamond 0.052
DDH0913 81.84 83.36 Diamond 0.05
DDH0913 83.36 84.12 Diamond 0.075
DDH0913 84.12 85.47 Diamond 0.051
DDH0913 85.47 86.69 Diamond 0.028
DDH0913 86.69 87.48 Diamond 0.021
DDH0913 87.48 88.09 Diamond 0.036
DDH0913 88.09 89.52 Diamond 0.026
DDH0913 89.52 90.4 Diamond 0.028
DDH0913 90.4 91.56 Diamond 0.023
DDH0913 91.56 92.69 Diamond 0.024
DDH0913 92.69 93.85 Diamond 0.013
DDH0913 93.85 95.07 Diamond 0.012
DDH0913 95.07 95.95 Diamond 0.011
DDH0913 95.95 97.41 Diamond 0.019
DDH0913 97.41 98.18 Diamond 0.038
DDH0913 98.18 98.79 Diamond 0.012
DDH0913 98.79 100.52 Diamond 0.023
DDH0913 100.52 101.53 Diamond 0.056
DDH0913 101.53 103.36 Diamond 0.059
DDH0913 103.36 104.3 Diamond 0.028
DDH0913 104.3 105.06 Diamond 0.043
DDH0913 105.06 106.22 Diamond 0.062
DDH0913 106.22 107.93 Diamond 0.065
DDH0913 107.93 109.18 Diamond 0.065
DDH0913 109.18 109.73 Diamond 0.049
DDH0913 109.73 111.25 Diamond 0.021
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0913 111.25 112.23 Diamond 0.02
DDH0913 112.23 114.03 Diamond 0.022
DDH0913 114.03 115.12 Diamond 0.025
DDH0913 115.12 115.92 Diamond 0.036
DDH0913 115.92 117.07 Diamond 0.029
DDH0913 117.07 117.74 Diamond 0.04
DDH0913 117.74 118.99 Diamond 0.028
DDH0913 118.99 120.12 Diamond 0.008
DDH0913 120.12 121.77 Diamond 0.008
DDH0913 121.77 123.17 Diamond 0.018
DDH0913 123.17 124.05 Diamond 0.018
DDH0913 124.05 124.51 Diamond 0.054
DDH0913 124.51 125.39 Diamond 0.038
DDH0913 125.39 126.22 Diamond 0.046
DDH0913 126.22 127.35 Diamond 0.073
DDH0913 127.35 128.41 Diamond 0.106
DDH0913 128.41 130.24 Diamond 0.029
DDH0913 130.24 131.06 Diamond 0.149
DDH0913 131.06 132.31 Diamond 0.365
DDH0913 132.31 133.87 Diamond 1.475
